Tabelle 1;;;;;;;;;;;;;;;;;;;
;Institute;Theme_DE;Question_number;Question_text;CPA_1_text;merkel_pre_1;merkel_pre_2;merkel_pre_3c;merkel_pre_tgt;merkel_pre_text;merkel_pre_reference;merkel_post_1;merkel_post_2;merkel_post_3c;merkel_post_tgt;merkel_post_text;merkel_post_reference;Comment;
237;IfD Allensbach;Das Innovationsklima in Deutschland;q10_15;"""Hier auf diesen Karten stehen verschiedene Forschungsgebiete. Bei welchen davon ist es Ihnen wichtig, dass da rasche Fortschritte gemacht werden, wo sind Sie eher der Meinung, in diesem Bereich ist Forschung nicht so vordringlich, und wo sollte die Forschung Ihrer Meinung nach ganz gestoppt werden? Bitte verteilen Sie die Karten entsprechend auf das Blatt hier. Karten, bei denen Sie sich nicht entscheiden können, legen Sie bitte einfach (Jeweils Zutreffendes einkreisen!) 


In der Nanotechnologie, also bei der Erforschung der Eigenschaften und Ein- satzmöglichkeiten von win- zig kleinen Teilchen";Space, Science, Technology and Communications;0;0;0;0;"Das Besondere des geplanten Handelsabkommens mit den Vereinigten Staaten von Amerika ist, dass die Zölle, die klassischen Inhalte von Freihandelsabkommen, eher eine untergeordnete Rolle spielen; sie sind auch nicht der Stein des Anstoßes. Die Diskussion dreht sich vielmehr um sogenannte nichttarifäre Handelshemmnisse, die unter anderem technische Standards berühren. Ich glaube, damit kommen wir noch gut zurande. Ob es nun um orange Leuchten oder gelbe Leuchten am Auto gehen mag – vieles muss doppelt gemacht werden; bezüglich dessen, was sicherer ist, kann man zumindest gegenseitige Anerkennung bekommen oder sich einigen, wie man gemeinschaftlich verfährt. Sehr wichtig für die Vermeidung nichttarifärer Handelshemmnisse sind neue Technologien, in denen noch gar keine Standards gesetzt worden sind – Beispiel Nanotechnologie. Da geht es darum, in Zukunft zu versuchen, in Europa und den Vereinigten Staaten von Amerika gleich gemeinsame Standards zu setzen, sodass man nicht hinterher vor der Frage steht, wie man mit verschiedenen umgeht.";2015-11-02_Rede von Bundeskanzlerin Merkel beim Publishers‘ Summit des Verbands Deutscher Zeitschriftenverleger (VDZ) am 2_ November 2015.txt;-1;0;-1;0;Klassisch und seit 50 Jahren prägend für die deutsch-israelische Zusammenarbeit ist die Zusammenarbeit in der Wissenschaft. Hier gibt es neue Initiativen in der Nanotechnologie zu den vielen bestehenden. Wir haben natürlich auch zum Beispiel über Fragen des Wohnungsbaus und der Infrastrukturentwicklung in unseren beiden Ländern gesprochen. Das ist sehr spannend.;2016-02-16_Im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel und dem israelischen Ministerpräsidenten Netanjahu.txt;;
238;IfD Allensbach;Das Innovationsklima in Deutschland;q10_16;"""Und bei welchen Forschungsgebieten gehen Sie davon aus, dass Ihnen der Fortschritt persönlich nutzen würde?"" (Alles Genannte einkreisen!) 


Im Bereich Energieeffizienz, also z.B. dass Maschinen, Lampen oder Haushalts- geräte weniger Strom ver- brauchen";Energy;-2;0;-1;0;"Genauso wichtig ist das Thema der Infrastruktur, und zwar sowohl der Verkehrsinfrastruktur, der Hafeninfrastruktur, aber auch der energetischen Infrastruktur, wenn es um moderne Leitungen, im Kern um Energieeffizienz geht, also darum, dass nicht so viele Energieverluste auftreten. Auch hier kann Deutschland von der Forschungs-, der Wirtschafts- und der Infrastrukturseite seinen Beitrag leisten. 
";2015-08-20_Pressestatements von Bundeskanzlerin Merkel und der brasilianischen Präsidentin Rousseff anlässlich der 1_ Deutsch-Brasilianischen Regierungskonsultationen am 20_ August 2015.txt;-2;-1;-1;-1;Umfassend heißt: Es geht um eine grundlegende Transformation unseres Wirtschaftens, die alle Sektoren erfasst – die industrielle Produktion, die Mobilität, die Energieerzeugung, die Wärmedämmung, die Energieeffizienz. Deutschland hat sich klare Ziele gesetzt. Wir werden unsere CO2-Emissionen bis 2020 um 40 Prozent reduzieren. Wir wollen bis 2050 gegenüber 1990  80 bis 95 Prozent Reduktion erreichen. Wir haben schon heute ein ambitioniertes Klimaschutzabkommen mit über 100 Maßnahmen. Die erneuerbaren Energien sind in unserer Energieversorgung bereits die tragende Säule. In diesem Jahr werden es mehr als 27 Prozent sein.;2015-11-30_Rede von Bundeskanzlerin Merkel bei der 21_ Konferenz der Vereinten Nationen zum Klimawandel am 30_ November 2015.txt;;
239;Emnid;Jahresrückblick 2015;q1_1;"Und wie zufrieden waren Sie 2015 mit den politischen Entwicklungen in Deutschland in den folgenden Politikbereichen? 

Arbeitsmarktpolitik";Labor, Employment and Immigration;-2;0;-1;-1;"Deshalb war der Schritt richtig, dafür zu sorgen, dass Herr Weise das Bundesamt für Migration und Flüchtlinge zusammen mit der Bundesagentur für Arbeit leitet. Das ist nicht nur deshalb richtig, weil die Bearbeitungsprozesse jetzt beschleunigt werden können, da die Bundesagentur für Arbeit aus der Zeit von 5 Millionen Arbeitslosen über große Fähigkeiten und auch Erfahrungen verfügt, wie man mit einer großen Zahl von Menschen solche Prozesse vernünftig organisiert, sondern auch, weil wir damit sicherstellen, dass der Weg für die, die einen Schutzstatus haben, in die Integration in den Arbeitsmarkt sehr gut funktionieren kann, weil wir hier keine Doppelarbeit mehr machen. Ich bin sowohl Thomas de Maizière als auch Andrea Nahles sehr dankbar, dass sie ohne die üblichen Fragen „Was ist meins, was ist deins, und was könnte mir verloren gehen?“ diesem Schritt zugestimmt haben. Das war ein Beispiel für tolle, schnelle und wirklich effiziente Politik.
Wir müssen jetzt natürlich auch aufpassen – das haben wir oft besprochen –, dass wir nicht Konkurrenzen zwischen denen bekommen, die den Weg in den Arbeitsmarkt bei uns über Jahre nicht gefunden haben, und denen, die Flüchtlinge sind. Das ist auch ein Beitrag zum gesellschaftlichen Frieden. Deshalb müssen die Anstrengungen bei denen, die schon viele Jahre bei uns sind, im Grunde genauso verstärkt werden, wie die Anstrengungen bei der Integration der Flüchtlinge.";2015-11-25_Rede von Bundeskanzlerin Merkel zum Einzelplan 04.txt;-2;0;-1;-1;"Was nun unsere heimischen Aufgaben anbelangt, so geht es darum, diejenigen, die einen Schutzanspruch haben, zu integrieren. – Ich bedanke mich für die Bereitschaft der Wirtschaft, hierbei mitzutun. – Wir werden alles daransetzen, um die Voraussetzungen dafür zu schaffen. Dazu gehören zum Beispiel Sprachförderung und Berufsqualifizierung. Ich denke, es war die richtige Entscheidung, Herrn Weise, der große Erfahrung aus der Bundesagentur für Arbeit mitbringt, den Doppelhut aufzusetzen und zu sagen: Er leitet auch das BAMF und kann damit sozusagen in einem Prozess die Integration derer, die einen Aufenthaltstitel in Deutschland haben, bis in den Arbeitsmarkt begleiten.
Ich will hier keine Illusionen verbreiten. Es wird nicht möglich sein, alle leicht zu integrieren. Ich will auch ganz deutlich sagen: Die meisten dieser Flüchtlinge haben einen Aufenthaltstitel nach der Genfer Flüchtlingskonvention. Das ist ein Titel von drei Jahren. Wenn eines Tages zum Beispiel in Syrien oder im Irak Frieden ist – ich hoffe, eher früher als später –, dann wollen wir natürlich, dass diese Flüchtlinge wieder nach Hause gehen und helfen, ihr Land aufzubauen. Trotzdem ist es richtig, ihnen in der Zeit, in der sie hier sind, Bildungs- und Ausbildungsmöglichkeiten zu bieten. Das rentiert sich immer. Aber es ist nicht davon auszugehen, dass alle, die heute kommen, in Deutschland bleiben. Das war auch bei den Flüchtlingen aus dem ehemaligen Jugoslawien zu Anfang der 90er Jahre nicht so.";2016-01-07_Rede von Bundeskanzlerin Merkel auf dem Neujahrsempfang der Industrie- und Handelskammer Magdeburg am 7_ Januar 2016.txt;;
240;Emnid;Jahresrückblick 2015;q1_2;"Und wie zufrieden waren Sie 2015 mit den politischen Entwicklungen in Deutschland in den folgenden Politikbereichen? 

Wirtschaftspolitik";Macroeconomy;-1;-1;-1;-1;"Bei der Wirtschafts- und Währungsunion hat man zwar den Stabilitäts- und Wachstumspakt gemacht, aber wir haben uns nicht ausreichend darüber verständigt, in welche Richtung sich unsere Volkswirtschaften wirklich entwickeln wollen und welche Befugnisse die Europäische Kommission hat, wenn das in die falsche Richtung läuft.
Dass wir die Flüchtlingsaufgabe stemmen können, hängt auch damit zusammen, dass wir in den letzten Jahren gut gewirtschaftet haben. Dass es trotz einer solchen Aufgabe, trotz völlig neuer Aufgaben des Bundes möglich ist, jetzt hier im November einen Haushalt für 2016 zu beschließen, der weiterhin ein ausgeglichener Haushalt ist, das spricht für unsere wirtschaftliche Stärke, und das spricht dafür, dass man gut wirtschaften soll, um nicht voraussehbare oder nicht vorhergesehene Aufgaben meistern zu können.\\
Umfassend heißt: Es geht um eine grundlegende Transformation unseres Wirtschaftens, die alle Sektoren erfasst – die industrielle Produktion, die Mobilität, die Energieerzeugung, die Wärmedämmung, die Energieeffizienz. Deutschland hat sich klare Ziele gesetzt. Wir werden unsere CO2-Emissionen bis 2020 um 40 Prozent reduzieren. Wir wollen bis 2050 gegenüber 1990  80 bis 95 Prozent Reduktion erreichen. Wir haben schon heute ein ambitioniertes Klimaschutzabkommen mit über 100 Maßnahmen. Die erneuerbaren Energien sind in unserer Energieversorgung bereits die tragende Säule. In diesem Jahr werden es mehr als 27 Prozent sein.";"2015-11-25_Rede von Bundeskanzlerin Merkel zum Einzelplan 04.txt\\
2015-11-30_Rede von Bundeskanzlerin Merkel bei der 21_ Konferenz der Vereinten Nationen zum Klimawandel am 30_ November 2015.txt";-1;0;-1;-1;"Es geht uns im Augenblick vergleichsweise gut: stabiler wirtschaftlicher Aufschwung, die Arbeitslosigkeit ist auf dem niedrigsten Stand seit 25 Jahren. Wir haben über 43 Millionen Erwerbstätige. Es wird heute mehr darüber gesprochen, wo wir Fachkräfte herbekommen, als über die Fragen der Arbeitslosigkeit, obwohl ich daran erinnern möchte: Wir haben immer noch fast drei Millionen Arbeitslose, darunter sehr viele Langzeitarbeitslose. Auch das dürfen wir in Deutschland nicht vergessen. Wir kennen hierbei auch unsere staatliche Verantwortung.
Fachkräftesicherung – das ist ein Thema, das Sie sehr stark beschäftigt. Bei allen Investitionen, bei allem, was wir tun, müssen wir vor allem alles daransetzen, dass wir auch in Zukunft die Arbeitskräfte haben, die notwendig sind. Auch ich werde später noch zur Digitalisierung Stellung nehmen, die den Fachkräftebedarf nochmals erheblich verschieben wird. Ich stimme auch dem zu, was soeben gesagt wurde, nämlich dass die Balance von akademischer und dualer Ausbildung eine wichtige Sache ist – nicht, dass wir eines Tages unser duales Ausbildungssystem global bekannt gemacht haben, aber in Deutschland keiner mehr eine Berufsausbildung machen möchte.
Deshalb geht es sicherlich darum, dass die staatlichen Institutionen zeigen, was sie tun, um auch die berufliche Ausbildung akzeptabel zu machen. Die Verbesserung des Meister-BAföG scheint den Handwerkern noch nicht auszureichen; ich will trotzdem erwähnen, dass wir hierfür einiges getan haben. Aber ich will auch sagen: Es kommt darauf an, dass wir Erfolge haben. Wir haben zurzeit eine Entwicklung, in der zwar vielleicht nicht so viele, wie Sie wünschen, eine berufliche Ausbildung antreten, aber die allermeisten beenden dann auch die Lehre. Das aber kann man von der universitären Ausbildung nicht unbedingt sagen. Wir haben leider noch zu viele Studienabbrecher. Es wäre gut, wir hätten nicht nur viele gute Studienanfänger, sondern auch viele gute Abschlüsse. Darauf hinzuwirken, müssen wir in Zukunft noch mehr Wert legen.";2016-01-11_Rede von Bundeskanzlerin Merkel beim Jahresempfang der Wirtschaft 2016 am 11_ Januar 2016.txt;;
241;Emnid;Jahresrückblick 2015;q1_3;"Und wie zufrieden waren Sie 2015 mit den politischen Entwicklungen in Deutschland in den folgenden Politikbereichen? 

Außenpolitik";International Affairs and Foreign Aid;-2;-1;-1;-1;"Europäische Außenpolitik neu ausrichten
""Wir müssen unsere Außen- und Entwicklungspolitik deutlich stärker darauf ausrichten, Konflikte zu lösen und Fluchtursachen zu bekämpfen"", zeigte sich die Kanzlerin überzeugt. Europa könne sich von den globalen Ereignissen nicht mehr entkoppeln.
Man müsse dort ansetzen, wo Flucht und Vertreibung verursacht würden. Es sei eine europäische und globale Aufgabe, den Menschen, die nun vor Krieg und Terror flüchten, wieder ein menschenwürdiges Leben in ihrer Heimat zu ermöglichen. 
Selbst wenn Europa versuchen würde, sich vollständig abzuschotten, wäre damit niemandem gedient. ""Abschottung und Abriegelung im Zeitalter des Internets sind eine Illusion. Denn die Bindung an unsere Werte und damit unsere Identität gingen verloren.""
";2015-10-07_Merkel und Hollande vor EU-Parlament - Europa muss entschlossen handeln.txt;-2;1;-1;1;"Diese Konsultationen, sagt die Bundeskanzlerin, seien allerdings schon seit längerem geplant. Sie sollen Merkel zufolge unter anderem dazu beitragen, die Wirtschaftsverbindungen zu beleben. Zudem gebe es ""in der Außenpolitik viele Themen, zum Beispiel die Lösung des Syrien-Konflikts"". Die Türkei spiele dabei eine wichtige Rolle.
Die EU-Zusage von drei Milliarden Euro an die Türkei hält die Bundeskanzlerin für einen ""wichtigen Anfang"". ""Wir wollen die Situation der Flüchtlinge verbessern"", erklärt Merkel. Bislang habe die Türkei sehr wenig internationale Hilfe bekommen. Es sei auch im europäischen Interesse, dass es den Flüchtlingen dort gut gehe, so dass sie keinen Grund sähen, aus der Türkei zu fliehen. ""Wir wollen ja alle, dass in Syrien ein Waffenstillstand geschaffen wird und dass dann anschließend auch Menschen wieder in ihre Heimat zurückkehren können.""";2016-01-16_Video-Podcast - Merkel/ Deutschland und die Türkei müssen zusammenstehen.txt;;
242;Emnid;Jahresrückblick 2015;q1_4;"Und wie zufrieden waren Sie 2015 mit den politischen Entwicklungen in Deutschland in den folgenden Politikbereichen? 

Gesundheitspolitik";Healthcare;-1;1;-1;1;Wir versuchen, die Lohnzusatzkosten einigermaßen im Zaum zu halten. Die hohe Erwerbstätigenzahl und die hohe Zahl der sozialversicherungspflichtigen Beschäftigungsverhältnisse führen dazu, dass wir im aktuellen Rentenversicherungsbericht trotz zusätzlicher Leistungen wie etwa Mütterrente von einem konstanten Rentenbeitragssatz bis 2020 ausgehen können. Sie wussten schon im Wahlkampf, dass wir eine gewisse Erhöhung der Pflegeversicherungsbeiträge ins Auge gefasst haben. Die dafür notwendigen Gesetze sind jetzt umgesetzt. Die Steigerung der Gesundheitsbeiträge liegt aber nicht im paritätischen Bereich, sondern bei den Arbeitnehmerinnen und Arbeitnehmern. Ich erwähne das hier, weil Sie nichts spüren. Aber wir in der Politik spüren, dass Arbeitnehmerinnen und Arbeitnehmer stärker belastet sind. Wir erhoffen uns bei der nächsten Kritik im Bereich der Sozialversicherungsbeiträge eine gewisse Rückerinnerung daran, dass wir eine Entkopplung von den Arbeitgeberbeiträgen haben.;2015-11-24_Rede von Bundeskanzlerin Merkel beim Deutschen Arbeitgebertag am 24_ November 2015.txt;0;0;0;0;"Wir konzentrieren uns natürlich auf besonders zukunftsträchtige Felder, die auch von globaler Bedeutung sind – wie etwa Klimaschutz, Energie, Gesundheit, Ernährung, Industrie 4.0 und nachhaltige Mobilität. Von fast allem ist auch hier am Institut etwas zu sehen. Insbesondere nachhaltige Mobilität spielt hier eine wichtige Rolle – interessanterweise in verschiedensten Komponenten, wie ich mich überzeugen konnte; und zwar sowohl, was Karosserien anbelangt, wenn es um Kohlenstofffasern geht, als auch, was die Elektronik anbelangt, wenn es um das automatisierte Fahren geht.";2016-01-25_Rede von Bundeskanzlerin Merkel bei der Eröffnung des Fraunhofer-Instituts für Mikrostruktur von Werkstoffen und Systemen (IMWS) am 25_ Januar 2016.txt;;
243;Emnid;Jahresrückblick 2015;q1_5;"Und wie zufrieden waren Sie 2015 mit den politischen Entwicklungen in Deutschland in den folgenden Politikbereichen? 

Bildungspolitik";Education;0;-1;0;-1;"Ich bin auch sehr froh, dass das Thema Bildung heute in den verschiedensten Bereichen – gerade auch das Thema Bildung im Bereich des Arbeitsprozesses – immer wieder eine Rolle gespielt hat. Wir haben uns überlegt, dieses Thema im nächsten Jahr zu einem Schwerpunkt zu machen. Minister Gabriel hat das vorgeschlagen. Und ich glaube, das sollten wir auch tun. Wir müssen uns des Weiteren einer Vielzahl von ethischen, juristischen und sozialwissenschaftlichen Fragen widmen. Ich denke hierbei beispielsweise auch an medizinische Anwendungen, die in Zukunft möglich sein werden.
";2015-11-19_Rede von Bundeskanzlerin Merkel beim 9_ Nationalen IT-Gipfel am 19_ November 2015.txt;-1;-1;-1;-1;Wir in der Bundesregierung haben angesichts guter Steuereinnahmen Prioritäten gesetzt, und zwar immer auch zugunsten von Investitionen. Dazu zählen berechtigterweise die Bildungs- und Forschungsausgaben. Wir haben die Mittel für Bildung und Forschung erheblich aufgestockt und leisten damit seitens des Bundes unseren Beitrag zum Drei-Prozent-Ziel – also dazu, dass wir in Deutschland drei Prozent unseres Bruttoinlandsprodukts für Forschung und Entwicklung ausgeben.;2016-01-07_Rede von Bundeskanzlerin Merkel auf dem Neujahrsempfang der Industrie- und Handelskammer Magdeburg am 7_ Januar 2016.txt;;
244;Emnid;Jahresrückblick 2015;q1_6;"Und wie zufrieden waren Sie 2015 mit den politischen Entwicklungen in Deutschland in den folgenden Politikbereichen? 

Inneren Sicherheit";Law, Crime and Family Issues;-2;1;-1;1;"Die Bundesregierung und die französische Regierung haben heute die Deutsch-Französische Erklärung anlässlich der Vereinbarung einer strategischen Kooperation zwischen Krauss-Maffei Wegmann und Nexter Systems beschlossen:
„Die enge deutsch-französische Zusammenarbeit im Verteidigungsbereich dient der Aufrechterhaltung unserer Verteidigungsfähigkeit im Interesse von Frieden, Freiheit, Sicherheit und Stabilität. In diesem Sinne befürworten unsere beiden Regierungen die geplante Entscheidung der Unternehmen Krauss-Maffei Wegmann und Nexter Systems, eine strategische Kooperation einzugehen. 
";2015-12-09_Erklärung anlässlich der Kooperation zwischen Krauss-Maffei Wegmann und Nexter Systems.txt;-2;1;-1;1;Ein weiterer qualitativer Schritt war gestern die Beschlussfassung zur Bekämpfung des Terrorismus. Sie wissen, wir sind größeren und großen terroristischen Gefahren ausgesetzt. Wir wollen hier adäquat handeln. Ich möchte mich sowieso bei allen drei anwesenden Ministern bedanken, dass in kurzer Zeit - das gilt für den Integrationsbeitrag, aber auch für die Frage der Terrorismusbekämpfung - hier sehr schnell qualitativ wichtige Einigungen zustande gekommen sind. Es geht im Maßnahmenkatalog zur Bekämpfung des Terrorismus um die weitere Ertüchtigung der Sicherheitsbehörden - ich will das jetzt nicht alles darstellen - sowie um Verpflichtungen und Sanktionen auch für private Unternehmen.;2016-04-14_Im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel, Bundesminister Gabriel und Ministerpräsident Seehofer.txt;;
245;Emnid;Jahresrückblick 2015;q1_7;"Und wie zufrieden waren Sie 2015 mit den politischen Entwicklungen in Deutschland in den folgenden Politikbereichen? 

Rentenpolitik";Social Welfare;0;1;0;1;"Was ältere Arbeitnehmerinnen und Arbeitnehmer anbelangt, so sind wir der Meinung: Wer kann und will, sollte seinen Beruf auch über die Rentenaltersgrenze hinaus ausüben können. Das ist auch angesichts der von Ihnen kritisierten Rente mit 63 für Arbeitnehmerinnen und Arbeitnehmer, die 45 Jahre lang gearbeitet haben, eine Möglichkeit, an einer anderen Stelle mehr Flexibilität zu zeigen. Darüber hat es aber lange Diskussionen in der Koalitionsarbeitsgruppe gegeben. Das Ergebnis ist, dass die Hinzuverdienstmöglichkeiten verbessert werden sollen und die Arbeitgeberbeiträge zur Arbeitslosenversicherung entfallen könnten. Wir werden uns die Vorschläge genau anschauen. Ich glaube, dass durchaus gewisse Fortschritte erzielt werden können.
Wir versuchen, die Lohnzusatzkosten einigermaßen im Zaum zu halten. Die hohe Erwerbstätigenzahl und die hohe Zahl der sozialversicherungspflichtigen Beschäftigungsverhältnisse führen dazu, dass wir im aktuellen Rentenversicherungsbericht trotz zusätzlicher Leistungen wie etwa Mütterrente von einem konstanten Rentenbeitragssatz bis 2020 ausgehen können. Sie wussten schon im Wahlkampf, dass wir eine gewisse Erhöhung der Pflegeversicherungsbeiträge ins Auge gefasst haben. Die dafür notwendigen Gesetze sind jetzt umgesetzt. Die Steigerung der Gesundheitsbeiträge liegt aber nicht im paritätischen Bereich, sondern bei den Arbeitnehmerinnen und Arbeitnehmern. Ich erwähne das hier, weil Sie nichts spüren. Aber wir in der Politik spüren, dass Arbeitnehmerinnen und Arbeitnehmer stärker belastet sind. Wir erhoffen uns bei der nächsten Kritik im Bereich der Sozialversicherungsbeiträge eine gewisse Rückerinnerung daran, dass wir eine Entkopplung von den Arbeitgeberbeiträgen haben.";2015-11-24_Rede von Bundeskanzlerin Merkel beim Deutschen Arbeitgebertag am 24_ November 2015.txt;-1;-1;-1;-1;Wir haben zum Schluss noch ein Thema angesprochen, und auch das wird uns in den nächsten Jahren massiv beschäftigen: Wie können wir sicherstellen, dass wir Altersarmut verhindern? Das heißt, wir brauchen eine Stabilisierung des Rentenniveaus. Dies wird ein Thema sein, das wir auch mit dem Präsidium der CDU in den nächsten Wochen weiterhin intensiv beraten werden.;2016-01-14_Im Wortlaut - Pressestatements von Bundeskanzlerin Merkel und dem DGB-Vorsitzenden Reiner Hoffmann bei der Klausurtagung des DGB-Bundesvorstands am 14_ Januar 2016.txt;;
246;Emnid;Jahresrückblick 2015;q1_8;"Und wie zufrieden waren Sie 2015 mit den politischen Entwicklungen in Deutschland in den folgenden Politikbereichen? 

Familienpolitik";Social Welfare;-2;0;-1;-1;"Ein weiterer Bereich, den ich ansprechen möchte, ist die Vereinbarkeit von Beruf und Familie. Wenn wir mit Arbeitskräftemangel Probleme haben, dann hat das auch mit den Möglichkeiten von Frauen zu tun, erwerbstätig zu sein. Hierbei schauen Sie natürlich auf der einen Seite mit Argusaugen auf alle Regelungen, die wir machen, was die Rückkehr aus Teilzeit und ähnliches anbelangt. Auf der anderen Seite möchte ich Sie aber auch noch einmal darauf hinweisen: Wir haben in den letzten Jahren unglaublich viel in die Vereinbarkeit von Beruf und Familie investiert; und zwar dahingehend, dass wir uns unter anderem um den Kita-Ausbau und den Ausbau von Ganztagsschulen gekümmert haben. Wenn dadurch die Vereinbarkeit von Beruf und Familie besser gestaltet werden kann, dann profitieren davon natürlich auch die Arbeitgeber.
Nun weiß ich, dass wir in der Frage flexibler Arbeitszeitmodelle keine überbordenden gesetzlichen Regelungen finden sollten – das ist Ihr Petitum. Je mehr wir den Eindruck haben, dass auch freiwillige Regelungen funktionieren, umso weniger werden wir gesetzgeberisch tätig. Ich weiß auch, dass Sie vor Herausforderungen stehen. Allein durch das Elterngeld, das zunehmend auch von Vätern genutzt wird, ist die Ungewissheit für Arbeitgeber nochmals größer geworden. Wir finden es gesellschaftlich gesehen wunderbar, dass auch Männer wissen, was Erziehung kleiner Kinder ist und dass das auch Arbeit ist. Natürlich bringt das auch eine Unsicherheit in der Personalplanung mit sich. Ich glaube aber, dass die Chancen die Risiken überwiegen.";2015-11-24_Rede von Bundeskanzlerin Merkel beim Deutschen Arbeitgebertag am 24_ November 2015.txt;-2;-1;-1;-1;Wir haben natürlich Familien und Kinder im Fokus. Sie in der Caritas wissen, wie viele Familien auch zu kämpfen haben. Wir haben verschiedene Leistungen – vom Kindergeld über die Unterstützung von Alleinerziehenden und vieles andere mehr – verbessert. Aber auch hierbei reicht es nicht aus, einfach Leistungen zu verbessern, sondern es muss auch Ermutigung geben, es muss ein gesellschaftliches Klima geben, in dem Ja zu Kindern, Ja zu Mutter- und Vaterschaft, Ja zur Vereinbarkeit von Beruf und Familie gesagt wird. Familienbedürfnisse müssen im gesellschaftlichen Leben einen festen Platz haben. Dabei sind wir ja vorangekommen, wenn ich sehe, wie die Elterngeldzeiten inzwischen auch von Vätern in Anspruch genommen werden. Manche Revolutionen passieren einfach. Man merkt oft erst im Rückblick, dass sie stattgefunden haben. So viel Begeisterung hat man von Vätern, die auch von der Sorge um kleine Kinder erfüllt sind, früher nicht gehört.;2016-04-14_Rede von Bundeskanzlerin Merkel im Rahmen des Jahresempfangs des Deutschen Caritasverbands e_V_ am 14_ April 2016 in Berlin.txt;;
